label	text_a
母婴	哆猫猫 米饼启旭宝宝零食磨牙饼干50g棒儿童零食不添加食用盐白砂糖蔬菜味
家居	迪丽克斯JY305A 烟缸
办公	智高KK-538萌丽36色喷喷笔
酒饮冲调	500ML52度五粮液富贵天下陈酿
鞋靴箱包	正派男鞋1598
粮油速食	320G顶诺番茄牛肉意大利面
肉禽蛋	熊氏牧场 猪蹄块700g*1袋
家居	法奈美内裤1131
家居	棉一彩
休闲食品	乐事大波浪铁板鱿鱼味薯片70g
家居	洁玉J1816F卡门毛巾
酒饮冲调	雪碧纤维+柠檬味无糖零卡500ml*12瓶
家居	香籁美体8426
个护	高洁丝臻选卫生巾极薄纯棉日用240mm14片
玩具	得力deli双电源桌面办公计算器12位大屏幕桌面计算机办公文具用品837ES
酒饮冲调	五粮春50°500ml
粮油速食	恒都国产眼肉原切肥牛肉卷/肉片300g/盒
家居	茶花洗衣袋网洗内衣洗护袋文胸洗衣机网兜4532
办公	6614亲亲贴
个护	100ML美加净翠竹密集保湿乳
健康食品	竞龙黄金动力猴头菇蛋白质粉618g
家居	爱仕达ASD保温壶2.0L
蔬菜	冷冻马蹄250g*1袋
个护	护舒宝秒吸云感棉贴身日用女学生卫生巾240mm10片棉柔秒吸透气
服饰内衣	依米莎071
粮油速食	北纯有机绿豆粉1.5kg
休闲食品	日洲手撕猪肉脯烧烤味90g
家居	巧媳妇兰剑家用剪3号
粮油速食	海霸王蟹味棒500g
酒饮冲调	家乐氏蔓越莓缤纷水果麦片420g独立12小袋
酒饮冲调	245g家家红桔片罐头
粮油速食	三全果然爱香橙水果汤圆320g
酒饮冲调	1L百事可乐碳酸饮料
粮油速食	金鼎軒糖花卷360g6个装老北京特色小吃主食芝麻酱香甜加热即食门店同款
服饰内衣	福惠2309/582/1017/585/575/221/2122女裤
粮油速食	64G和路雪梦龙抹茶味冰淇淋
服饰内衣	卡布朗T恤7018
蔬菜	五香卤料包16g*1份
办公	晨光3X2自粘便条纸80页全粘贴YS-152
玩具	步步高点读机H10
个护	东方宝石山茶花身体乳300ml保湿身体乳液进口滋润留香男女霜
蔬菜	全福元面叶
家电	QW热水器A02
清洁	2KG威猛先生地面清洁剂柠檬
休闲食品	蒙都手撕风干牛肉干孜然味488g
玩具	802校巴
个护	128g罗兰橄榄油精油皂
家居	伊贝璐内裤8408
休闲食品	80G草原晨曲棒棒乳酪芝士
服饰内衣	飞雪捷L207/L206男士运动裤
休闲食品	味滋源猫山王爆浆流心榴莲饼1000g榴莲酥馅饼小吃点心
休闲食品	125G旺仔小馒头
休闲食品	天海海蜇头250g*10袋即食
酒饮冲调	WonderLab小胖瓶营养代餐奶昔饱腹食品代餐粉膳食纤维75g*18瓶
玩具	202123/202124森宝积木中航飞机
粮油速食	金鼎压榨葵花籽油5L葵花籽食用油责任央企中储粮出品
个护	300ML飘柔丰盈飘逸微米净透洗发露
蔬菜	优蔬汇小黄瓜
休闲食品	中国台湾老杨咸蛋黄酥饼干100g独立包装
肉禽蛋	伊春森林黑猪 带皮五花肉500g*1袋
粮油速食	九三非转基因三级5L大豆油
酒饮冲调	汇源维+西柚口味600ml
家居	ROSEONLY诺誓玫瑰永生花礼盒礼品情人节生日礼物送女友女生玫瑰兔萝卜兔
水果	云南人参果1盒400g起
家居	南极人 三开门免安装方顶蒙古包钢丝蚊帐1.8米床 可折叠拉链坐床式有底 长颈鹿
鲜花绿植	鸿运当头*1份
酒饮冲调	吾尚益菌多混合果汁酸奶乳酸菌饮料整箱100ml*30瓶
服饰内衣	研丽坊
休闲食品	百草味巨型零食大礼包1767g/袋15袋装办公室休闲零食组合送女友猪饲料女神节礼物
家居	TTC-2002台创550ML元气运动杯
家居	野兽派THEBEAST小王子音乐水晶球你是我的玫瑰永生花红色玫瑰花结婚礼物生日礼物女
办公	普乐士WH-635P-48-296修正带粉红色
家居	康美雅 干发帽*1个新老包装及颜色随机发货
鞋靴箱包	瑞姆斯坦男运动鞋YZ-08
粮油速食	鲁花食用油小磨香油180ml石磨研磨水代精制
粮油速食	出前一丁即食面-咖喱
个护	安可新安心裤安睡裤型卫生巾超熟睡棉柔超薄加长夜用卫生巾M码2片*3包
家居	罗莱家纺LUOLAI四件套纯棉全棉床单被套被罩四季通用双人床上用品香思1.8米床220*250cm
酒饮冲调	禾煜桂皮 50g
休闲食品	T37G曼妥思水果条形薄荷糖
美妆	资生堂珊珂绵润蚕丝泡沫洁面乳120g
清洁	威洁士羊毛羊绒薰衣草+500ml威洁士羽绒净500ml
水果	一级黄冠梨净重10斤梨子新鲜水果健康轻食
个护	韩束美白补水亮肤套装
粮油速食	400G康润元黑芝麻汤圆
个护	100G美加净盈泽滋养洁面乳
办公	36043得力中性笔0.38mm全针管黑
水产	三年即食海参
家居	佳茉大红色布料结婚喜事开业剪彩提车仪式红布带乔迁揭牌庆典展会装饰大红绸带腰带
家电	KWS1530J-H7T格兰仕电烤箱
清洁	竹态抽纸象牙白·压纹软抽4层90抽面纸巾*3包中规格
清洁	350苏菲超熟睡AIR气垫卫生巾
母婴	50G嘟嘟宝贝维他命多效霜
乳品	100G百吉福香浓原味芝士片
粮油速食	大牧元火锅筷子牛肉150g*1袋
粮油速食	龙和宽葱姜料酒1.8L壶装大桶老北京风味无添加防腐剂
酒饮冲调	1.35L波罗的海西伯利亚大桶经典啤酒
个护	威露士 泡沫洗手液健康呵护300ml 有效抑菌99.9%
清洁	妙管家液体洗衣机槽清洁剂600g
办公	百通BT-7063修正带
母婴	雀氏薄c引力学步裤XXXL28片15kg以上拉拉裤3xl
个护	欧贝斯营养修护型去屑洗发露750ml
休闲食品	良品铺子果丹皮山楂卷250g
服饰内衣	行者保罗男牛仔裤103-32
休闲食品	三只松鼠阳光什锦脆70g/袋果蔬干
母婴	贝因美菁爱4段配方奶粉900g*6罐装含DHA+乳铁蛋白
家居	鑫岛简约水洗垫
水产	海外直采智利三文鱼段大西洋鲑200g去皮去刺原装进口海鲜水产
家居	爱得利哺乳文胸DT-502
酒饮冲调	330ML吉治微气泡果酒接骨木味
玩具	668-8建筑小团队
休闲食品	百草味南瓜蔬纤吐司500g南瓜纤维吐司营养养胃早餐代餐手撕面包蛋糕零食
酒饮冲调	青岛啤酒鸿运当头11度啤酒355ml*1瓶
母婴	秋冬长裤3
家居	美瓷MYCERA4寸黑陶瓷刀具蓝色N4S-B
服饰内衣	雅鹿鑫尚典8811款马甲
办公	智高24色水彩笔KK-196
粮油速食	柠檬片.
酒饮冲调	350G好人家老坛酸菜鱼料
休闲食品	225克正航钙奶饼干
粮油速食	450G三全蛤蜊三鲜水饺
粮油速食	汇营香辛调料肉蔻炖肉调味品80g
休闲食品	168G老街口焦糖味瓜子
乳品	伊利 QQ星 揉揉小肚子膳食纤维酸奶饮品 草莓猕猴桃味180ml*16盒/箱 低糖低脂 儿童风味乳礼盒装
清洁	润本叮叮植物精油贴36片防叮贴植物配方立体卡通版
休闲食品	80G百草味板栗仁
服饰内衣	汤尼杰郎短袖C9501
休闲食品	098255G奥利奥迷你原味小饼干
家居	广博NB-1880移动插座
玩具	小卡尼5504实验套装
清洁	月月舒超薄棉柔260日用10片口袋装
母婴	50G嗳呵男儿童深层滋润保湿霜
酒饮冲调	bubly微笑趣泡百香果味罐装330ml*3罐
家居	1136云娜接袖保暖手套 均码
家居	翠涛开关贴结婚用品婚房布置装饰新房婚房婚庆用品中国风新人插座墙贴饰混装2个
酒饮冲调	500ML恒大冰泉低钠矿泉水
休闲食品	百草味黄桃罐头鲜果捞312gx2罐水果黄桃罐头糖水零食休闲小吃日常版红版随机发
办公	联众2648米奇笔袋
美妆	贝印 安全修眉刀5支*1包
水产	鲜活鲍鱼25g起/只*4只
家居	炫布111474锦鲤转运男式内裤
个护	上海硫磺皂香皂85g*8块洁肤控油洗头沐浴皂
3C数码	联想笔记本电脑ThinkPadX1Nano13英寸11代酷睿i7 16G 512G
家居	CB0934味家经典菜板34*24
家居	普利诗盒裤7844
家居	美厨maxcook加厚304不锈钢汤盆26CM
家居	LF-2181护贝康大肚杯
办公	C花雨书皮16K
粮油速食	山林大红切片大红肠80g*1盒新老包装交替发货
蔬菜	芜湖青椒  320g
办公	育才防近视作文本
酒饮冲调	110G好人家骨汤火锅底料
家居	QM-6378清清美直纸吸管
休闲食品	米虫薯派海苔味360g
服饰内衣	样样红60款外套贝丹妮
服饰内衣	缘博尔068款外套
母婴	T270ML孩儿面水晶洗发沐浴露
玩具	MT012变形救护总部
服饰内衣	斐丽佳女装021
清洁	AS尼罗棉奢护日用巾240mm单片装
3C数码	荣耀平板 7 10.1英寸4G+128G WiFi版 薄荷绿
粮油速食	欣和六月鲜特级原汁酱油500ml
个护	六神宝宝驱蚊花露水汉草型160ml
休闲食品	易源鑫龙口粉丝红色包装200g
酒饮冲调	400G金怡神碳法绵白糖
酒饮冲调	80G味聚特原味榨菜片
休闲食品	十月初五粒粒杏仁饼澳门品牌品味休闲饼干300g
家居	佳佰陶瓷马克杯咖啡杯可爱动物粉红猪猪
粮油速食	桂冠包馅小圆子750g黑芝麻汤圆早餐点心夜宵甜品方便菜250g*3包装
休闲食品	长鼻王膨化夹心卷蛋黄口味米果糙米卷能量棒点心420g
粮油速食	五亭三丁包360g
蔬菜	折扣研祥毛粉柿子
清洁	力士幽莲魅肤魅肤香皂115g
酒饮冲调	古越龙山绍兴黄酒500ml*6瓶
家居	真想您盒裤77070
休闲食品	Aji饼干蛋糕早餐牛奶味大饼干牛乳大饼800g/盒
酒饮冲调	常陆野猫头鹰IPA啤酒 330mlx6瓶 组合装 日本进口
乳品	蒙牛 趣仔MINI牛奶芝士棒冰淇淋40g*5支
酒饮冲调	红星白酒蓝瓶二锅头绵柔8陈酿清香型53度750ml
清洁	3KG蓝月亮自然香洁净洗衣液
休闲食品	觅菓新年坚果礼盒干果开心果巴旦木仁礼盒2kg每日坚果休闲零食大礼包
粮油速食	海霸王撒尿牛肉风味丸500g烧烤火锅食材火锅丸子
家居	雅灵娜打底裤2001
乳品	蒙牛特仑苏低脂纯牛奶250ml*12盒
酒饮冲调	皇室营养早餐代餐谷物冲饮家庭装学生代餐经典原味即溶营养麦片600g
酒饮冲调	7喜七喜柠檬汽水碳酸饮料整箱500ml*24瓶新老包装随机发
办公	卓峰情景剧粘土24色ZF50268
服饰内衣	圣卡仑928男士短裤
休闲食品	180G丽芝士奶酪味夹心卷
宠物	疯狂小狗狗碗狗食盆猫碗猫食盆狗碗不锈钢防打翻大号喝水狗碗宠物碗用品圆形-蓝色
家居	050008茶花瑞斯特随行杯390
家居	长城钳子211048
家居	欧润哲冰块模具雪糕模具自制冰淇淋冰棒雪糕模型儿童DIY创意自制冰棍冰糕冰棒模具1套6只装粉色
汽车用品	车仆真皮护理液
肉禽蛋	信诚龙牧 山林黑猪五花肉片250g*2袋
粮油速食	双汇火腿肠泡面拍档30g*8支/袋装香肠火腿
清洁	月月舒暖暖日记410超长调理型4片
清洁	蓝月亮 卫诺罗兰香洁厕液500g*1瓶
个护	400ML舒蕾奢养精油修护润发乳
酒饮冲调	600ML*6脉动桃子味维生素饮料促销装
母婴	润本RUNBEN湿巾 婴儿手口湿巾 80抽×5包 湿巾纸 湿巾小包 洗脸巾/带盖
粮油速食	雄鸡标矿泉水浸金枪鱼罐头150g
母婴	亨氏3段金装智多多骨汤含DHA宝宝营养面条336g无盐
母婴	五羊FIVERAM薄薄芯纸尿裤L100片9-14kg
水产	蓝雪冷冻智利三文鱼柳大西洋鲑ASC认证400g2-4块袋装生鲜海鲜水产
健康食品	老金磨方秋梨膏260g枇杷秋梨膏随身瓶装2瓶盒装
服饰内衣	锦绣明月78
母婴	雅士利超级a金装幼儿奶粉 900g
酒饮冲调	味好美孜然粉10g
休闲食品	128G溜溜梅醉杨梅
办公	得力高3008-8K彩色卡纸*
酒饮冲调	九蜂堂蜂蜜洋槐蜂蜜410g随心挤洋槐花蜜成熟蜂蜜
家居	2591可咖麦香勺家庭装
休闲食品	格力高菜园小饼色拉虾味70g
清洁	汰渍洁净除菌薰香洗衣液3kg
香烟	娇子硬黄天之娇子
家居	QM-3541清清美咖啡闲情发梳
乳品	蒙牛爱氏晨曦早餐原味奶酪芝士片200g/12片吐司汉堡早餐烘焙
肉禽蛋	中粮特价带皮五花
个护	高露洁超密蓬蓬丝牙刷-纯色柄
餐饮	奥尔良烤鸡背
家居	迪丽克斯JY4028-6雅风经典水具
母婴	蓝河春天羊奶粉婴儿奶粉3段幼儿配方羊奶粉800g罐装
宠物	JOKULNATURALBALANCE雪山自然平衡全价猫粮成幼猫全期猫粮15磅约13.6斤
乳品	妙可蓝多儿童奶酪棒超值分享装原味1KG/50支装
家居	哈哈彩打底裤2136
清洁	MOREi樱花洗衣慕斯260ml*1瓶
粮油速食	核酸已检测海天下冷冻巴沙鱼柳600g袋装轻食海鲜水产
鞋靴箱包	史班迪童鞋
个护	15G温碧泉泉能修护精华眼霜
个护	玉兰油柔润舒缓面膜洋甘菊精油＋雪耳
蔬菜	黄喉侧颈龟
家居	ZS22V1J爱仕达不锈钢双层复底蒸锅
粮油速食	广州酒家利口福菌菇三鲜蒸饺368g*2蒸饺煎饺锅贴早餐方便菜32个
宠物	疯狂小狗宠物狗粮伴侣拌饭泰迪金毛比熊幼犬成犬全犬期狗狗零食蛋黄肉松口味500g疯狂小狗
肉禽蛋	新希望六和鸡小胸1.5kg健康轻食健身鸡胸肉鸡里脊健身餐健身食品火锅食材烧烤食材
办公	广博XBQ9716削笔器
粮油速食	银鹭八宝粥桂圆椰果八宝粥280g*12罐整箱粥礼盒装
休闲食品	600G傲禾木糖醇早餐膳食营养粥
个护	100g罗兰竹盐皂
粮油速食	雪芙忌廉
玩具	得力deli100g耐用橡皮筋/乳胶圈/橡皮圈/捆扎胶圈办公用品79310
健康食品	正官庄红石榴液10ml*30包人参红参石榴饮品礼品福利团购
酒饮冲调	金威啤酒10度330ml*6罐
清洁	威王强力洁厕清洁剂500gml*6瓶松木清香马桶清洁剂
宠物	麦富迪猫罐头 猫咪罐头 营养低盐补水猫零食湿粮 拌食吞拿鱼味170g*12
家居	妙洁免刀撕PE保鲜膜50米大碗+50米小碗盒装
家居	811510希尔波边圆托盘
酒饮冲调	T300G永和黑豆浆粉
清洁	润本蚊香驱蚊电蚊香210晚45ml*7瓶+2器驱蚊液防蚊电蚊香液电热蚊香液驱蚊器防蚊液无香型
肉禽蛋	中粮家佳康猪蹄
运动	狂神0696护踝
玩具	ADH0科学星球
鞋靴箱包	米奇SM10025书包
粮油速食	海福盛精炖牛肉粥方便速食粥FD冻干粥冲泡食品38g*6杯
肉禽蛋	鸭边腿H
美妆	贝印蓝色升级版女修眉刀5把盒装适合老手
个护	小浣熊婴儿天然草本滋养润肤霜50g
粮油速食	72G大桥道木糖醇口味雪糕牛奶、绿豆、红
服饰内衣	AB加厚柔暖圆领女衫裤S6892XL
玩具	得力deli18cm办公学生绘图制图刻度塑料直尺颜色随机71980
家居	鑫业三层柜子7006
乳品	720G蒙牛每日鲜语0脂肪鲜牛奶
酒饮冲调	500ML46度景芝15年一品景芝芝香酒商超
粮油速食	伴晓仙 炸腐竹125g*1袋
家居	京造经典四季棉麻拖鞋轻简舒适居家棉拖鞋男款方格深蓝44-45JZ-1925
个护	花王乐而雅laurier超瞬吸纤巧立围超特长夜用护翼型卫生巾40cm8片8533320
粮油速食	200G思念儿童小包子红烧牛肉包
家居	佳佰多米诺彩色挂钩免打孔挂钩壁挂4个装DL74201-B
办公	S得力66304百事贴
家居	双枪菜板天然小麦砧板抗菌防霉切菜板环保可降解稻壳案板
服饰内衣	AB弹力棉印花妈咪裤平角0108M
个护	750G雨洁啄屑王森林木香啄屑止痒去屑洗
粮油速食	南京香肚 280g
服饰内衣	花之语女装
个护	六神喷雾止痒花露水180ml
休闲食品	丹夫 格乐华夫饼黄油味120g*1袋
鞋靴箱包	6187步旅男式凉拖
家居	蓓安适一次性内裤女士孕妇纯棉旅行非纸内裤产妇产后月子免洗短裤便携5条独立包装女士粉彩五条装XXL码
餐饮	麦德滋奥尔良烤鸡腿
家居	1292EVA云娜桌椅脚垫
水产	草原师傅 冷冻牛黄喉150g*1盒
休闲食品	小王子薯片香辣味108g
粮油速食	600G三全黑金系列水饺大白菜猪肉
服饰内衣	金盾精品男衫A-2
办公	359A英雄小清新彩姿铱金笔
办公	广博订书机DSJ7207
休闲食品	日清UFO飞碟炒面铁板牛肉122g
家居	竹一百毛巾家纺竹纤维方巾口水巾洗脸巾婴儿毛巾儿童毛巾小毛巾小方巾手帕6条装25*25cm
粮油速食	大娘香菇猪肉水饺720g
个护	屈臣氏闪耀亮白牙贴7片装  去黄去烟渍牙齿贴片 显著变白去渍
酒饮冲调	康师傅茉莉清茶500ml *3瓶
水果	精品红油桃
家居	健将袜子55J40
粮油速食	雨润早餐火腿前腿30g
家居	洁成一次性PE保鲜膜30cm*15m家庭装
服饰内衣	费劳拉女装01480
蔬菜	羽衣甘蓝150g*1袋
清洁	2.3KG立白天然洗衣香皂粉
粮油速食	散卤味花生
家居	象印保温杯480ml不锈钢真空户外车载保温保冷弹盖水杯
酒饮冲调	三和四美黄豆酱油350ml
家居	双枪砧板整竹切菜板家用菜板36×24×1.5cm
家居	HC-8161优美家萌鹿保温杯
肉禽蛋	胜龙牛霖150g*1盒
粮油速食	今磨房冻干水果FD杏片片
家居	TQFY-1924全福元背心式垃圾袋
服饰内衣	汤尼杰郎T恤8567
服饰内衣	福惠38/40款上衣奴尔丹
休闲食品	德芙柠檬曲奇白巧克力42g
家居	北极绒 蚊帐家纺 三开门支架加粗宫廷落地方顶蚊帐1.5米/1.8米床 米黄 1.5米床 25mm加粗立柱
家居	雅诚德富贵年华114mm直口高脚碗
肉禽蛋	禧莱安澳洲和牛M5西冷牛排200g*1盒
粮油速食	好侍咖喱味嘟嘟鸡肉咖喱原味200g/盒即食咖喱拌饭咖喱酱
个护	六神驱蚊花露水195ml
水产	散称糖醋红蒜
水产	鲜活大生蚝150g起*1只-1份
个护	飘柔滋润去屑洗发露400ml
酒饮冲调	2L康师傅桃汁饮料
清洁	宜洁 牙签竹制袋装200枚Y-9892
家居	J11102富光500ML滤叶太空杯.
玩具	6004积木
清洁	立白 茶籽洗洁精1.45kg  健康除菌达99% 轻松去油
粮油速食	亨氏Heinz番茄酱番茄沙司120g*4袋装卡夫亨氏出品
办公	卡西欧DX-12S计算器*
办公	天卓考试必备中性笔0.5黑31883
粮油速食	杞里香皂角米精选贵州双荚雪莲子100g
家电	小熊Bear烤面包机早餐机多士炉可拆三明治机煎饼锅电饼铛DSL-C10M1
粮油速食	曼可顿经典白面包
休闲食品	太阳小米锅巴五香味250g50g*5
家居	宝娜斯包芯丝短袜2351-1
乳品	卡士时尚鲜酪乳100g*3杯
家居	彩羊水纹毛巾2226
粮油速食	康师傅方便面老坛酸菜牛肉面袋面泡面五连包休闲零食
家居	2091味老大铁樟木筷
酒饮冲调	天强特级碧螺春礼盒275g
服饰内衣	欧林凯顿男装 12119
家居	天堂伞加大加固黑胶70cm*16骨自开直杆晴雨伞藏青色
家居	晟旎尚品浴帘杆浴帘套装免打孔多用途140CM-260CM
肉禽蛋	带肉脊骨400g*1盒
餐饮	清香园散称八宝饭
清洁	心相印三层软抽390张*6
休闲食品	丹麦蓝罐曲奇牛油90g
休闲食品	伊金香云片糕200g
服饰内衣	靖祥088款男士棉衣
家居	HL0968焕龙钢柄花形套扫
家居	洁玉J1824T莫洛卡面巾
粮油速食	4寸小蛋糕
休闲食品	溜溜梅杨梅急速冷冻原果原味酸话梅干128g/袋
粮油速食	方家铺子蛹虫草孢子头虫草花180g菌菇干货炖汤煲汤
母婴	绿鼻子greennose婴儿勺子儿童餐具316不锈钢刮泥勺宝宝辅食熊粉色
家居	暖火HelloKitty经典暖贴8片
美妆	阿迪达斯adidas男士走珠 止汗抑汗 清爽舒缓 持久留香香体液 冰点50ml
肉禽蛋	黄金脆鸡排
清洁	奥妙 深层洁净量贩装洗衣液薰衣草2kg+500g*1瓶
家居	妙洁钩乐承重型不留痕挂钩
休闲食品	士力架酷爽柠檬夹心白巧克力340g桶分享装
酒饮冲调	统一鲜橙多450ml
清洁	雷达无味杀虫剂600ml
母婴	900G飞鹤臻爱倍护1段奶粉
酒饮冲调	锐澳RIO洋酒预调鸡尾酒果酒微醺系列3度柠檬味330ml*8罐
酒饮冲调	水井坊高度白酒浓香型井台瓶52度500ml
鞋靴箱包	卡马保罗Z系列竖款
家居	山山持久发热100片暖贴暖宝贴
休闲食品	酪友记奶酪健康零食含13g升级乳蛋白红枣奶条200g
酒饮冲调	280G娃哈哈百合莲子清养粥
粮油速食	吐司超值家庭套餐850g
粮油速食	无糖面包
个护	妮维雅润唇膏天然型4.8g
休闲食品	趣园欧式风味曲奇800g
粮油速食	200G宝之素盒装芒果金柚果粒奶昔
清洁	H8509460G雪豹老人头真皮亮洁
服饰内衣	艾诗妮女装0690
家居	CEO-6966希艺欧分装瓶
母婴	雅培金装喜康力2段900克
酒饮冲调	105G味聚特红油榨菜
家居	初朵3朵鲜粉色玫瑰花满天星花束创意香皂玫瑰花礼盒礼品情人节礼物生日礼物送女友
办公	广博牛皮纸信封
办公	3422得力信封
粮油速食	三全叉烧包360g
办公	得力68123-24色六角彩铅混
清洁	28P苏菲魔法155美妆心情护垫零味感
母婴	40g纳爱斯伢牙乐儿童草莓小天使营养牙膏
粮油速食	东来顺老汤浓香酱牛肉200g方便食品酱卤牛肉五香味
香烟	黄鹤楼硬雪之景
休闲食品	老街口蒜香花生420g/袋坚果炒货零食带壳炒制小花生每日坚果
家居	南极人注水PVC热水袋橡胶充水暖水袋暖宝宝2000ML深蓝色
粮油速食	葵王非转基因纯正玉米油4L
家居	121013茶花小尾巴卡通无痕粘钩2个装
服饰内衣	靓之选女装
办公	派.部落缝线本ST2504A009
休闲食品	150G米老头蛋黄煎饼原味
清洁	ARS安速全窝端日本小强恢恢蟑螂屋蟑螂贴蟑螂胶饵5枚/盒
粮油速食	太太乐鸡精调味料480g
酒饮冲调	康师傅果汁芒果小酪500ml*15果汁果味饮料整箱
家居	CH-6332龙士达小黄人萌趣冰格
健康	LIFAairkn95口罩带呼吸阀LM98D10只装
休闲食品	T160G滨崎新宠异型饼干
乳品	200ML君乐宝0.09秒鲜活牛乳
个护	一叶子嫩石榴净透补水面膜5片装
办公	花花公子铱金钢笔F-7604
休闲食品	散香海港式鱼蛋系列
办公	林丹体育 602 6个装羽毛球
酒饮冲调	麦斯威尔原味速溶咖啡42条546克/盒新老包装交替发货
休闲食品	750G金日禾野五谷蛋白粉
粮油速食	广州酒家五福临门礼盒1250g广式腊肠腊鸭肾广东特产年货节日送礼礼盒
休闲食品	唐人福早餐代餐面包糕点苦荞蛋糕230g
运动	悦驰7536篮球
酒饮冲调	卡夫卡Kafka洋酒黑朗姆酒鸡尾酒750ml
酒饮冲调	2L百事可乐树莓
粮油速食	福临门非转基因压榨一级黄金产地玉米胚芽油5L
休闲食品	97G奥利奥夹心酸甜青梅口味
酒饮冲调	550ML七喜莫7托
粮油速食	450G金锣大食袋香辣肠
休闲食品	芝麻官油酥米花糖460g
休闲食品	T80G上好佳原味薯条
家电	九阳空气炸锅3L大容量大功率薯条机KL30-VF172
蔬菜	鲜大蒜
玩具	471美琪
香烟	真龙晶钻刘三姐烟
办公	广博 GBY0913硬面本
酒饮冲调	龙王豆浆粉甜味黑豆粉30g*15条
个护	150ML白宝防晒喷雾
美妆	旁氏洗面奶亮采净澈系列米粹润泽洁面乳150g
玩具	阳光公园6件套沙滩304
家居	日美指甲套装小RM70045
家居	拜格BAYCO厨师刀3件套BD2875
清洁	索芙特粉色奇迹香水沐浴露335g
家电	京造ForU智能颈椎按摩器PRO复古绿语音播报充电便携
母婴	3.5G孩儿面儿童倍润唇膏清新草莓味
家居	健将盒裤90J66
家居	富光保温杯304不锈钢杯子大容量水杯380ML蓝色
酒饮冲调	九龙斋酸梅汤400ml*6瓶
服饰内衣	佰仟纳女装
粮油速食	500G莫利5#直条形意大利面
粮油速食	长生花生油压榨一级破壁特香食用油植物油粮油烧烤便携装1L
家居	佳佰美式碗陶瓷家用米饭碗汤碗甜品碗4.5寸陶瓷碗陶瓷餐具4个装
酒饮冲调	700ML甄爱蓝爵威士忌
办公	得力NO-8616元规
酒饮冲调	雪花啤酒8度晶粹330ml*24听整箱装
家居	雅高塑料小刷子去油污洗衣刷鞋子清洁刷软毛洗鞋刷2个装
休闲食品	T80G金斯泊马卡龙原味蛋糕
水果	Zespri佳沛新西兰阳光金奇异果6个装特大果单果重约124-145g猕猴桃生鲜水果礼盒
餐饮	锋蜜麻花a
粮油速食	5KG周世家初芯初稻玉晶米
家居	T环银202027粘贴式花洒座
粮油速食	统一 那街那巷卤肉干拌桂林米粉270g*1盒
清洁	汰渍全效洁净洗衣粉洁雅百合香3kg/袋新旧包装随机
个护	舒客宝贝儿童声波电动牙刷牙膏套装女孩款2-7岁宝宝
家居	佳能 铝箔5米*1盒
家居	博拉朵打底裤
粮油速食	展艺炼乳蛋挞饼干奶茶甜品早餐吐司烘焙原材料13g*15条
粮油速食	270G陈氏麻酱鸡蛋
酒饮冲调	茉莉礼盒1
粮油速食	达利园又一餐玉米莲子八宝粥360g*12罐
休闲食品	70ML*6金日冰糖燕窝
水果	水蜜桃.
休闲食品	源氏辣条办公室休闲零食小吃辣有引力大礼包1228g内含15袋
水果	圣诞平安果2个一对
酒饮冲调	T1L达利园蜜桃茉莉花茶饮料
家居	5645龙仕翔途顺太空杯
家居	T雅诚德幸福一家分食筷5双装
粮油速食	禾煜甄选银耳128g福建古田雪花银耳白木耳南北干货配料
粮油速食	柴火大院糙米杂粮米1kg
办公	上汇1024回形针
酒饮冲调	鹅岛印度淡色艾尔精酿啤酒355ml
家居	WS-320唯善扁钢双层碗碟架
家居	9978味家畅享装无漆筷10入
粮油速食	风筝面包粉2.5kg
鞋靴箱包	5154步旅女式凉拖
家居	普利诗盒裤33197
清洁	妮维雅温润透白沐浴乳250ml
个护	100G伊贝诗深海水嫩弹润洁面乳
休闲食品	自然派休闲零食肉干肉脯炭烧牛肉脯75g
家居	弓箭 J4507八角凝彩直身杯30CL冰粉
粮油速食	双汇卤蛋香卤鸡蛋30g*20枚盒装
粮油速食	禾煜黄花菜150g
家居	多美忆圣诞节装饰品圣诞树挂饰彩旗儿童圣诞礼物吊顶圣诞diy圣诞拉旗圣诞三角拉旗5条装
粮油速食	世棒SPAM午餐肉罐头清淡口味340g
家居	KZY001筷の语红檀木工艺木筷
粮油速食	优形沙拉鸡胸肉新奥尔良味100g*1袋
清洁	舒肤佳海盐天然洁净香皂115克
个护	飘柔滋润去屑润发精华素200ML
休闲食品	格力高粒粒百奇牛奶香蕉味45g
乳品	诺崔特含DHA/叶黄素/无蔗糖儿童高钙奶粉900g*1罐装
粮油速食	散称红皮花生S
粮油速食	150G三全真空装鱼籽福袋
粮油速食	T500G柳叶蔬菜面条
酒饮冲调	800g海天黄豆酱
酒饮冲调	燕京V10白啤500ml*3罐
鞋靴箱包	宝驰熊童鞋519
鞋靴箱包	6161步旅男式凉拖
母婴	60G中华儿童呵护乳牙防蛀牙膏香橙味
清洁	心相印湿巾婴儿洁肤EDI纯水系列小白熊80抽*5包小箱装
酒饮冲调	五粮液52度普五第七代经典收藏版整箱装500ml*6瓶
休闲食品	莱家巧克力味粒粒装威化饼干125g*1袋
宠物	希宝猫零食原装进口夹心酥135g海陆盛宴三文鱼拼鸡肉味
家居	佳佰双开门抽屉式收纳柜儿童衣柜五斗柜盒5层
水产	200g威海嘉洋五香鳕鱼
家居	金霸王5号电池6粒可撕装
宠物	疯狂的小狗宠物零食鸡胸肉干洁齿训犬泰迪金毛磨牙棒鸡肉绕红薯300g
